	comment	comment_date	is_merged	merged_at	request_changes
305	"I've been thinking about this too, and I agree. We even have a need where we want to filter out headers from the response (for instance, it isn't useful documenting things like Cache-Control, Pragma or X-Frame-Options in every request). So a ResponseFormatter would be a useful abstraction where we can fine-tune exactly how headers are filtered and response bodies are formatted.

I agree that a single snippet is fine -- I was hoping to do that but because `documentHttpResponse` gets added to the list of delegates in the constructor, it is harder to fine-tune. Do you think the default set of delegates should be configurable? Or maybe this point becomes moot when we can inject our own ResponseFormatter.

Let me take another look at this and get back to you.
"	2015-04-20 10:09:07	0.0		0
306	"Interesting. I hadn't considered stripping out headers. I like that idea too. Given that capability, perhaps `ResponsePostProcessor` would be more appropriate? It's no longer just about formatting.

I haven't looked in detail to confirm that this'll work, but I think that `RestDocumentationResultHandler` could call the configured response formatters/post-processors and then call its delegates. There's no setter for an `MvcResult`'s response so I think the result would have to be copied to contain the new response. There may also be some hoops to jump through to produce a response with formatted content: judicious use of `setCommitted(false)` and `resetBuffer()` should do the trick.
"	2015-04-20 13:10:53	0.0		1
307	"@dewet22 Thanks again for opening this PR and for inspiring a large chunk of what I've implemented in e5f35c9. Those changes should be available in the latest snapshots. If you get a chance to try them out, I'd be interested to hear any feedback you may have.
"	2015-04-30 13:53:03	0.0		0
308	"Thanks, I have been playing with it since I saw the commit -- it is looking very good right now. As soon as I've converted over all of our current documenting actions, I'll get back with any feedback.
"	2015-04-30 14:02:29	0.0		0
309	"Merged. Thanks for the PR.
"	2015-04-20 08:51:54	0.0		0
310	"Ugh, I didn't want github to merge the two commits into one pull request. Let me know if you want me to split them out or not.
"	2015-04-18 15:55:44	0.0		0
311	"Thanks for the PR. Given that the changes are unrelated, would you mind splitting them out please? Also, if you haven't already done so, can you please sign the [CLA](https://support.springsource.com/spring_committer_signup)?
"	2015-04-18 18:29:45	0.0		1
312	"Certainly, I'll submit two new PRs.
"	2015-04-19 12:41:19	0.0		0
313	"Excellent. Thanks very much.
"	2015-04-20 08:52:19	0.0		0
314	"Merged. Many thanks for the PR.
"	2015-03-23 12:29:12	0.0		0
315	"Thanks. Have you [signed the CLA](https://github.com/spring-projects/spring-restdocs/blob/master/CONTRIBUTING.md#sign-the-contributor-license-agreement)?
"	2015-03-16 11:10:08	0.0		0
316	"I just did.
"	2015-03-16 12:46:02	0.0		0
317	"Thanks for the PR. I've merged it with one notable change: I removed the logic for handling request parameters for POST requests as I'm not sure that it's necessary for a RESTful service and #26 was specifically looking to address GET requests.
"	2015-03-16 14:37:03	0.0		0
318	"Thanks for the merge.
But why did you remove the logic for `POST` requests ?
I think it's especially interesting in case of `POST` requests because I can't see no workaround to document `POST` requests with parameters : 

``` java
this.mvc.perform(MockMvcRequestBuilders
  .post(Constants.URL_GET_TOKEN)
  .param(PARAM_USERNAME, ""user"")
  .param(PARAM_PASSWORD, ""userpwd""))
  .andExpect(status().isOk())
  .andDo(document(""retrieveTokenViaPost""))
```
"	2015-03-16 15:18:07	0.0		0
319	"I tried to explain my reasoning above. The primary reason was because issue #26, which this PR was addressing, was specifically interested in GET requests. If there's a valid use case for POST requests then I'd prefer to tackle it in a separate issue.
"	2015-03-16 15:23:10	0.0		0
320	"Thanks for the PR. Would you mind squashing it into a single commit and doing a forced push please? It'll make it a bit easier to review.
"	2015-02-25 10:11:42	0.0		1
321	"Okay, done!
"	2015-02-25 14:35:32	0.0		0
322	"Thanks for the comments. I feel like I'll learn a lot from these remarks :)
This weekend I'll make all the changes and update the pull request!
"	2015-02-26 12:26:25	0.0		0
323	"For request body fields it seems useful to document the fields a client has or can pass.
Failing the test if not all the fields are documented is in this case a good idea to make sure the documentation stays up-to-date.

But for the response body it seems overkill to fail the test when not all the fields are documented. Especially if there are embedded resources this could be a fairly big chunk of documentation in the unit test, while not all developers may want to go about documenting every single field the service could return. They could instead be happy with the response example.

What would your preference be in this case?
"	2015-03-04 09:46:27	0.0		1
324	"I always like to have options. 

The developer should be able to decide when and how a test fails.

> On Mar 4, 2015, at 3:46 AM, Andreas Evers notifications@github.com wrote:
> 
> For request body fields it seems useful to document the fields a client has or can pass.
> Failing the test if not all the fields are documented is in this case a good idea to make sure the documentation stays up-to-date.
> 
> But for the response body it seems overkill to fail the test when not all the fields are documented. Especially if there are embedded resources this could be a fairly big chunk of documentation in the unit test, while not all developers may want to go about documenting every single field the service could return. They could instead be happy with the response example.
> 
> What would your preference be in this case?
> 
> —
> Reply to this email directly or view it on GitHub.
"	2015-03-04 13:49:48	0.0		0
325	"If the person writing the documentation is happy with the response example then I would expect them simply not to make any field documentation calls and for the test to pass.

When the user has opted to document some fields I think it's reasonable, at least initially, for the test to pass or fail based on the same criteria as the link documentation support. If it becomes clear that this is too strict, then we can relax both at the same time.

I don't think embedded resources complicate things here. Consider [this example from the HAL primer](http://phlyrestfully.readthedocs.org/en/latest/halprimer.html):

``` json
{
    ""_links"": {
        ""self"": {
            ""href"": ""http://example.org/api/user/matthew""
        }
    },
    ""id"": ""matthew"",
    ""name"": ""Matthew Weier O'Phinney"",
    ""_embedded"": {
        ""contacts"": [
            {
                ""_links"": {
                    ""self"": {
                        ""href"": ""http://example.org/api/user/mac_nibblet""
                    }
                },
                ""id"": ""mac_nibblet"",
                ""name"": ""Antoine Hedgecock""
            },
            {
                ""_links"": {
                    ""self"": {
                        ""href"": ""http://example.org/api/user/spiffyjr""
                    }
                },
                ""id"": ""spiffyjr"",
                ""name"": ""Kyle Spraggs""
            }
        ],
        ""website"": {
            ""_links"": {
                ""self"": {
                    ""href"": ""http://example.org/api/locations/mwop""
                }
            },
            ""id"": ""mwop"",
            ""url"": ""http://www.mwop.net""
        }
    }
}
```

There are only four fields that require documentation: `_links`, `id`, `name`, and `_embedded`. If you want to go into more detail on the structure of `_embedded`, then you could document `_embedded.contacts` and `_embedded.website` instead of `_embedded`. This is probably the level I'd go to, with the documentation for `_embedded.contacts` and `_embedded.website` being nothing more than a link to the documentation for the contacts and website resources respectively. 
"	2015-03-04 14:20:47	0.0		0
326	"Alright, can do.
Just confused about the following parts:

> When the user has opted to document some fields I think it's reasonable, at least initially, for the test to pass or fail based on the same criteria as the link documentation support. If it becomes clear that this is too strict, then we can relax both at the same time.

This conflicts in my opinion with:

> This is probably the level I'd go to, with the documentation for _embedded.contacts and _embedded.website being nothing more than a link to the documentation for the contacts and website resources respectively.

If I understand the link documentation criteria, all the field paths of the response should be gathered, and compared with the documentation. If the same is applied here, the test would fail in your scenario I think. It would expect _embedded.website.id or _embedded.website.url to also be documented.

Where would the recursive check draw the line? Should we have some more intelligent logic to check if one of the fields of a certain depth-level is documented, all those fields on that level should be documented?
"	2015-03-04 19:20:09	0.0		1
327	"My thinking is that, if you've documented `_embedded.foo`, then anything beneath that (`_embedded.foo.bar`, for example) should be treated as documented. I also wonder if `_embedded` should be considered to be documented if all of its children are documented
"	2015-03-04 19:41:15	0.0		0
328	"I've updated the pull request with all the changes you requested.
"	2015-03-13 19:50:20	0.0		0
329	"The documentation shouldn't include the name of a Java type – the fact that the service is written in Java is an implementation detail. Assuming a JSON-based format (which is entirely reasonable) the type can be one of `number`, `string`, `boolean`, `array`, or `object`.
"	2015-02-25 16:17:49	0.0		0
330	"I don't think this code belongs in the hypermedia package. Any service will have fields in its requests and responses, not just those that are using hypermedia.
"	2015-02-25 16:20:18	0.0		1
331	"This feels like overkill to me. The `LinkExtractor` abstraction was created to pull links out of a response into a common format. I'm not convinced that's necessary for the fields in a request/response to be extracted in a similar way. I don't think there's any need for them to be in a common format as the format that they are in is the format that needs to be documented.
"	2015-02-25 16:25:54	0.0		1
332	"I could be convinced that `_links` doesn't need to be documented as it could be documented in the same for every resource (a pointer to the links documentation for the resource). However, `_embedded` will vary and, therefore, I suspect that people will want to document it.
"	2015-02-25 16:28:04	0.0		0
333	"I wonder if this should be a path rather just a name? It would enable the documentation of more complex nested structures.
"	2015-02-25 16:31:54	0.0		0
334	"I agree.
For inspiration I took a closer look at how the [HAL specification](http://stateless.co/hal_specification.html) calls these fields. 
The HAL model is making the distinction between links, embedded resources, and plain old state (more specifically called ""your bog standard JSON or XML data"").
So I moved the ""fields"" classes to org.springframework.restdocs.state.
"	2015-02-28 10:01:18	0.0		0
335	"Well spotted. Thanks for the PR.
"	2015-02-23 09:46:43	0.0		0
336	"Thanks for the PR. Merged in 6bdd60c.
"	2015-02-23 10:03:14	0.0		0
337	"Thanks
"	2015-02-24 11:56:33	0.0		0
338	"Thanks for the PR.

This project's going to move over to the [Spring Projects organisation](https://github.com/spring-projects). Once it's there I'll be able to accept PRs from anyone who's signed the contributor licence agreement. I'll comment again with more details after the move.
"	2015-02-16 11:13:09	0.0		0
339	"okay, sure
"	2015-02-17 08:14:22	0.0		0
340	"The project's moved over now. Can you please [sign the CLA](https://github.com/spring-projects/spring-restdocs/blob/master/CONTRIBUTING.md#sign-the-contributor-license-agreement)?
"	2015-02-17 11:00:24	0.0		0
341	"Hi, can you please specify which project should I choose in the CLA form? There is no option for restdocs.
"	2015-02-17 11:25:02	0.0		0
342	"Apologies. I'd forgotten about the project drop-down on the form. I'll let you know once it's been updated.
"	2015-02-17 11:35:31	0.0		0
343	"The form's been updated and Spring REST Docs is now listed in the projects drop-down. Hopefully that's the final piece in the puzzle. Sorry it's been a little convoluted, thankfully you only need to sign once.
"	2015-02-17 17:51:25	0.0		0
344	"Okay thanks. I've signed it. My confirmation number is 108220150217110755
"	2015-02-18 09:09:53	0.0		0
345	"I've made a few comments in the commit (see above). Would you like to update the PR?
"	2015-02-18 13:28:11	0.0		1
346	"Yeah sure. I'll update it soon.
"	2015-02-18 15:30:10	0.0		0
347	"I've created new pull request, for this feature.
"	2015-02-21 14:33:01	0.0		0
348	"Would it be possible for the restdocs project itself to be mavenized as well?
"	2014-12-20 16:25:28	0.0		1
349	"That's unlikely. Why do you care which build system the project itself uses?
"	2014-12-20 18:38:43	0.0		0
350	"Thanks for this, Dave. I've reworked things so that they're no longer quite so Gradle-specific. See 6ec522069a2dca8c5ae95a11839afe8636ca09db for details. Both samples can now be built with Maven and, thankfully, there's less configuration required.
"	2015-01-08 18:14:28	0.0		0
351	"Merged. Thanks very much, Rob.
"	2014-12-02 12:22:11	1.0	2014-12-02 12:21:56	0
352	"Merged. Thanks, Rossen.
"	2014-11-13 15:18:33	0.0		0
353	This is `Function`-based ctor. So, there is nothing about `suffix`	2017-05-30 20:50:45	0.0		0
354	"M-m-m. Why do you select the extension replacing approach as default one?
Seems for me `foo.txt.complete` is much robust solution, especially when we may have `foo.exe`, `foo.jpg`, `foo.java` at the same folder."	2017-05-30 21:06:30	0.0		1
355	:+1:	2017-05-30 21:57:19	0.0		0
356	"TODO:
* Docs"	2017-05-25 22:35:33	0.0		1
357	Merged as f112ecbb7e2233b37b3136a2054bf3a496087eb1	2017-05-31 18:29:17	0.0		0
358	"Javadocs; `@since 5.0`; ""default implementation returns 0""."	2017-05-30 15:41:45	0.0		0
359	Perhaps a test to confirm we have a `sequenceSize` header?	2017-05-30 15:43:24	0.0		1
360	`@since 5.0` (both) - will fix on merge.	2017-05-31 18:22:36	0.0		0
361	Merged as bb2ee967f28bb6d9625ab3fa992c5ed68e096d6b	2017-05-25 19:59:47	0.0		0
362	Looks like a spurious back-tick `Note - will fix on merge.	2017-05-25 19:41:54	0.0		0
363	Thanks	2017-05-25 19:47:39	0.0		0
364	Merged as https://github.com/spring-projects/spring-integration/commit/2b99c191f6a02c44eebf8b7ba35a1ccc20c34ea1	2017-05-23 17:56:35	0.0		0
365	@olivergierke thanks for taking time to review my code. I have modified the code to reflect review comment. 	2017-05-08 00:18:05	0.0		0
366	Updated the issue id to #265	2017-05-08 00:47:49	0.0		0
367	@olivergierke appreciate any update on next step.	2017-05-10 07:55:23	0.0		0
368	@olivergierke anything you would like to see in order to merge this to master?	2017-05-20 21:46:41	0.0		0
369	Please make sure you indent using tabs.	2017-05-07 11:59:51	0.0		1
370	Please remove obsolete tags.	2017-05-07 12:00:04	0.0		1
371	Please remove obsolete tags.	2017-05-07 12:00:14	0.0		1
372	That's already defined by the parent POM and can be removed.	2017-05-07 12:00:33	0.0		0
373	Also available via parent POM.	2017-05-07 12:00:44	0.0		0
374	Make sure Java source files contain Apache license header.	2017-05-07 12:01:05	0.0		0
375	Obsolete blank line.	2017-05-07 12:01:23	0.0		1
376	Package declaration is not needed as it defaults to the base package the class resides in.	2017-05-07 12:01:53	0.0		1
377	Please move to `example.springdata.couchbase` package.	2017-05-07 12:02:11	0.0		1
378	Please use Lombok annotation to avoid all the boilerplate for getters, setters, equals, hashCode.	2017-05-07 12:02:45	0.0		1
379	Please remove obsolete JavaDoc.	2017-05-07 12:02:54	0.0		1
380	Please remove access modifiers for test class properties.	2017-05-07 12:03:39	0.0		1
381	Please use AssertJ assertions and static import using a `*` so that static methods don't need to be qualified. See other projects for example.	2017-05-07 12:04:29	0.0		1
382	Please order metadata tags consistently. See other projects for example.	2017-05-07 12:04:59	0.0		1
383	Please fix formatting (tabs).	2017-05-07 12:05:12	0.0		1
384	"@chan71 Please sign the [Contributor License Agreement](https://cla.pivotal.io/sign/spring?repositoryId=spring-projects/spring-data-examples&pullRequestId=272)!

[Click here](https://cla.pivotal.io/sync/spring?repositoryId=spring-projects/spring-data-examples&pullRequestId=272) to manually synchronize the status of this Pull Request.

See the [FAQ](https://cla.pivotal.io/about) for frequently asked questions."	2017-05-03 22:23:22	0.0		0
385	@chan71 Thank you for signing the [Contributor License Agreement](https://cla.pivotal.io/sign/spring?repositoryId=spring-projects/spring-data-examples&pullRequestId=272)!	2017-05-03 22:26:48	0.0		0
386	"Thanks for the effort, but this is exactly the behavior we would expect if you do not use Java 8. With  Java 8 we can obtain the parameter name via reflection and don't need the `@Param` annotation.

Examples like all other `master` branches of Spring Data rely on Java 8. So as long as all things seem to indicate that the issue is with the environment used for compiling and running the code, we won't accept a PR I think."	2017-05-04 05:25:38	0.0		1
387	See my comment on the original ticket.	2017-05-04 05:53:03	0.0		0
388	"@alb-i986 Please sign the [Contributor License Agreement](https://cla.pivotal.io/sign/spring?repositoryId=spring-projects/spring-data-examples&pullRequestId=270)!

[Click here](https://cla.pivotal.io/sync/spring?repositoryId=spring-projects/spring-data-examples&pullRequestId=270) to manually synchronize the status of this Pull Request.

See the [FAQ](https://cla.pivotal.io/about) for frequently asked questions."	2017-04-04 16:06:37	0.0		0
389	@olivergierke: I haven't updated the VersionEye issues because it's probably not relevant for this change. Let me know if I need to update anything to complete this merge.	2016-12-19 07:00:23	0.0		0
390	"@olivergierke To make this easier to understand (without the use of the converter) I'm using a string instead.

Commit message wise I was thinking: *""Update domain object and repository to reflect how to use SDN for version 4.2""*. I'm looking [here](https://github.com/spring-projects/spring-data-examples/commits/master) for inspiration here but can't see what else I can add. Any tips?"	2016-12-19 10:28:13	0.0		0
391	@olivergierke Updated. I've tried to make the example more clear with the intent and documentation.	2016-12-19 10:43:49	0.0		0
392	"I am still not sure I can follow: we still have a `Long` identifier but the repository exposing a `String` id. That's highly unusual to the average Spring Data developer. `findOne(…)` is supposed to lookup the entity by they identifier. It looks like that's not the case here. Can you elaborate? This seems to be a very fundamental change to what developers expect in a Spring Data setup.

Regarding the commit message: if I read that and look at the change I'd get the impression that I now *need* add that indexed property to all of my domain types to make them work with SDN 4.2. Is that really the case?"	2016-12-19 11:52:19	0.0		1
393	"@olivergierke I wish we could get rid of the `Long` id but we can't at the moment (for the same reason we can't remove the default constructor). The whole `Long`/`GraphId` is a misnomer; It represents an object in a neo4j database _but_ that id may point to a completely different object or to no object at all on a restart of the database. Consequently it's an encapsulation leak from the database into the OGM and also into SDN.

So we now have the ability to work with people who don't care about database restarts (like those who use the embedded database once off) whereby they can use a repository of ID `Long` (See `GraphRepository`) and those that want to use a natural or synthetic ID which will work across database restarts that want to use a repository of type `Whatever implements Serializable`.
"	2016-12-19 12:03:14	0.0		1
394	"What if we just have two examples: one with what was there previously and one with what we recommend people to use (the one I'm adding now)?

Besides that, I'm a bit confused about what else needs to change exactly for the example. SD/SDN can't abstract the user completely from understanding fundamental Neo4j concepts no?"	2016-12-19 12:06:05	0.0		1
395	I've never been a great fan of all these store details leaking into the domain types. Is there a chance that developers could just use Spring Data's `@Id` and basically get that `@Index(unique = true, primary = true)` stuff automatically?	2016-12-19 12:09:05	0.0		0
396	What I am wondering, too: if your newly added property *is* the ID, how is the Spring Data `MappingContext` implementation actually finding out about this? There doesn't seem to be anything unique about the property as the `@Index` annotation could be used on other properties, too, right? I am wondering as e.g. Spring Data REST relies on that information to correctly map incoming requests to the actual identifier values.	2016-12-19 12:13:54	0.0		0
397	"@olivergierke RE: The idea about `@Id`. Let me run it up the flagpole and see what comes back. I've always liked the idea of `@Id` and I had that concept in the OGM I wrote.

RE: `MappingContext` it's delegated to the OGM via the `Neo4jPersistentProperty`. I have not yet refactored this part of the code to integrate more tightly with Spring Data yet through. The links I sent you above refer to Spring REST's problems with the `id` field.

I'm spread pretty thin at the moment so I'll get to updating it when I can :\

RE: This example. While we have taken some big steps to get closer to Spring Data there are still more to go. At the moment I want to encourage users to use SDN in a way that will allow us to eventually remove the `Long` (or even define it themselves if they run in a one time embedded environment). In prep for 4.2.0 what do you think the example should show? "	2016-12-20 07:34:16	0.0		0
398	"Can you clarify on a couple of things here?

- Does the repository actually need to extend a store-specific interface? We usually recommend not to do so as is exposes store details to its clients.
- You change the ID type to `UUID` but the domain class still contains a `Long` identifier? That is at least confusing but actually even looks broken."	2016-12-19 08:05:37	0.0		1
399	"1. No it doesn't. In fact until you mentioned it I actually thought it was normal to extend the store specific interface. I'll change this.
1. Argh.. This has been a problem for a while now. The OGM and SDN 3.x both expose a neo4j database implementation called `ID` which currently needs to be annotated with `@GraphId`. Unlike other DB's it's *NOT* guaranteed to be unique across database restarts ([read more here](http://blog.armbruster-it.de/2013/08/assigning-uuids-to-neo4j-nodes-and-relationships/) - it's still relevant). On top of this developers have asked to have a way of uniquely identifying their domain objects, either naturally or with the Neo4j recommended approach of using `UUID`s.  Furthermore the implications of this result in things like: https://jira.spring.io/browse/DATAGRAPH-918 and https://github.com/spring-projects/spring-data-neo4j/issues/366. Ideally this implementation detail will be hidden in future. Personally I'm hoping when we can remove default constructors we can also remove the need for exposing the internal ID. What I will do for now is add some javadoc here to make this clear for those who haven't used Neo4j before."	2016-12-19 10:18:56	0.0		1
400	Spring Data Examples are based on Spring Boot `1.4.2.RELEASE`.	2016-12-08 10:29:37	0.0		0
401	Any ideas when this will be merged?	2017-03-01 16:52:44	0.0		0
402	Thanks for the pointer again. Changes look good. We're just busy preparing a release currently. Will take care of that after that.	2017-03-01 17:10:27	0.0		0
403	"Sorry, didn't realize that `eclipselink.weaving` had been set explicitly to `false` in [eclipselink/Application.java](https://github.com/spring-projects/spring-data-examples/blob/master/jpa/eclipselink/src/main/java/example/springdata/jpa/eclipselink/Application.java#L68).

I will update the PR to have static-weaving or load-time-weaving configurable.
"	2016-11-08 11:54:09	0.0		0
404	"A couple of minor items:

- remove dependency setup information from README as it's discoverable from `pom.xml`.
- refer to Spring Data releasetrain version `Kay-BUILD-SNAPSHOT` from POM (via property)."	2016-11-21 09:22:15	0.0		1
405	That's merged.	2016-11-23 10:03:19	0.0		0
406	"Can you elaborate? We refer to `Ingalls-M1` by purpose.
"	2016-08-18 15:28:03	0.0		1
407	"Sorry, I was wrong,not add ""Spring Milestones"" repository.
"	2016-08-18 23:45:18	0.0		0
408	"added ""Spring Milestones"" repository to resolved this problem
"	2016-08-18 23:54:29	0.0		0
409	"That shouldn't be necessary as the POM [contains the `libs-snapshot` repository](https://github.com/spring-projects/spring-data-examples/blob/master/pom.xml#L120-L125) that aggregates both release, milestone and snapshot artifacts.
"	2016-08-19 07:05:41	0.0		1
410	"Looks good to me beyond the minor cosmetic issues, I commented on. Feel free to squash and merge to master when you fixed those.
"	2016-07-27 14:01:24	1.0	2016-07-27 20:59:27	1
411	"Remove blank line.
"	2016-07-27 13:58:10	1.0	2016-07-27 20:59:27	1
412	"Maybe add some brief JavaDoc to the individual methods to explain, what exactly they're showing (i.e. what's the special thing about _this_ method over the others).
"	2016-07-27 13:58:48	1.0	2016-07-27 20:59:27	1
413	"That's merged, thanks!
"	2016-07-20 11:52:20	0.0		0
414	Merged with 45f19a6.	2017-03-10 06:54:52	0.0		0
415	"Merged with 6d012f4.
"	2016-03-21 10:33:24	0.0		0
416	"Thanks, that's merged with 1fe9aae.
"	2016-03-04 06:50:47	0.0		0
417	"how about @NoArgsConstructor?
"	2016-02-26 13:03:54	0.0		0
418	"Wasn't sure whether this works with JPA. Thanks for the hint.
"	2016-02-26 13:08:08	0.0		0
419	"JPA would even work with private ctors AFAIK ;-)
"	2016-02-26 14:36:30	0.0		0
420	"This should be fixed with the latest Spring Data Commons snapshots. Also, using `@Value(""#{target.id.toString()}"")` should allow you to work around this until the release is shipped.
"	2015-11-12 10:20:13	0.0		0
421	"werwerwer
"	2016-01-20 23:02:50	0.0		0
422	"Squashed and merged, thanks!
"	2015-10-15 07:16:06	0.0		0
423	"@olivergierke does this pom make more sense? (until those test modules are available?
"	2015-09-03 13:44:50	0.0		0
424	"Polished and merged (see #131).
"	2015-09-03 15:25:52	0.0		0
425	"What's the reason we need these test JARs in the classpath? I would've expected to only see the Spring Data Neo4j dependency. Anything I am missing?
"	2015-09-03 11:27:40	0.0		1
426	"They are needed for the in-memory server, and test-jar dependencies are not resolved transitively by maven :(
"	2015-09-03 11:33:56	0.0		0
427	"But which of the two is it then? Does it make sense to make them a dedicated artifact? It just looks weird having to refer to something test related from a non-test scope.
"	2015-09-03 11:49:53	0.0		1
428	"We need them all unfortunately. The spring-data-neo4j test-jar contains the InProcessServer and the others contain the test utilities and TestServer from neo4j-ogm
"	2015-09-03 12:02:07	0.0		0
429	"Actually we can clean it up a bit, which I did here: https://github.com/spring-projects/spring-data-examples/pull/130

We can add an (JIRA) issue for a separate test module both in the `neo4j-ogm` and in `spring-data-neo4j-4`, should be pretty straightforward to add, not sure we can make it in time for 4.0.GA though?
"	2015-09-03 12:07:09	0.0		1
430	"Merged with some minor cleanups. Thanks! :)
"	2015-08-01 19:09:58	0.0		0
431	"That's merged, thanks!
"	2015-08-01 18:53:15	0.0		0
432	"That's in place, thanks!
"	2015-06-29 15:55:00	0.0		0
433	"That's merged, thanks!
"	2015-07-16 06:25:38	0.0		0
434	"Good one, too. I also fixed the URI to the search resource on your behalf.
"	2015-06-16 09:02:35	0.0		0
435	"Thanks Chris, that's merged! :)
"	2015-06-16 08:57:31	0.0		0
436	"Applied, too!
"	2015-06-16 09:03:40	0.0		0
437	"That's applied with the fixes for #87.
"	2015-05-20 10:54:46	0.0		0
438	"That's merged, thanks!
"	2015-05-20 10:58:26	0.0		0
439	"Thanks a ton Jeremy! I've left a few inline comments. If I needed to boil it down it's basically asking you to simplify the example drastically. We need to make sure the core aspect of the example - setting up Spring Data JPA with EclipseLink - is at the core of it. Multiple repositories, domain types, advanced JPA mappings, a lot of test methods on the repository basically all just distract from that core aspect.

See for example how the `interceptors` example is reduced to the very bare bone to allow users to easily discover which parts are actually necessary to achieve the core goal of the example.
"	2015-03-13 08:20:49	0.0		1
440	"Thanks for the feedback @olivergierke, I'll simplify and address your other comments today. Simplifying it down to just the core aspect of the original issue makes total sense! 
"	2015-03-13 12:44:43	0.0		0
441	"@olivergierke did you get a chance to review my revisions? I appreciate all the feedback! 
"	2015-04-21 19:22:44	0.0		0
442	"I took what you had and simplified it quite a bit. We now have build profiles for both static and load-time weaving. See the commits against the original request #50.
"	2015-05-04 13:09:42	0.0		0
443	"Please remove the formatter file from the PR.
"	2015-03-13 08:05:21	0.0		1
444	"Do we really need the custom plugin? Is it not available on Maven Central?
"	2015-03-13 08:05:55	0.0		1
445	"Please change to `spring-data-jpa-eclipselink`to be consistent with the other modules.
"	2015-03-13 08:06:41	0.0		1
446	"All properties except this one shouldn't be necessary as Boot or the parent `pom.xml` derive this or have it configured explicitly.
"	2015-03-13 08:07:46	0.0		1
447	"Is there a release version of the plugin available?
"	2015-03-13 08:08:09	0.0		0
448	"How much explicit configuration to we actually need? Let's try to to as much customization as possible using `applicationProperties`. I don't think the LCEMFB and `DataSource` need to be declared. `jpaProperties()` should be configurable via `application.properties`, too.
"	2015-03-13 08:10:04	0.0		1
449	"Remove blank line.
"	2015-03-13 08:10:14	0.0		1
450	"Remove blank line.
"	2015-03-13 08:10:24	0.0		1
451	"Let's use Lombok annotations to avoid all the boilerplate getters and setters. Might be work having a look how other JPA samples do this.
"	2015-03-13 08:11:06	0.0		1
452	"Let's try to avoid as much customizations as possible as the focus of the example is clearly on the `EclipseLink` setup, not more advanced JPA mappings.
"	2015-03-13 08:12:21	0.0		1
453	"Remove blank line.
"	2015-03-13 08:12:34	0.0		1
454	"Remove blank line.
"	2015-03-13 08:12:38	0.0		1
455	"It might be worth simplifying the domain model to a single domain class. The example should focus on getting the fundamentals to work with EclipseLink. Multiple repositories with multiple query methods shouldn't be needed.
"	2015-03-13 08:13:52	0.0		1
456	"Let's try to move back to a single repository with maybe a single finder. The override for `findAll()` should be removed.
"	2015-03-13 08:14:40	0.0		1
457	"See my comment on the other repository.
"	2015-03-13 08:14:59	0.0		0
458	"Simplify, simplify, simply. Remember, this should become an exhaustive integration test for CRUD methods on EclipseLink. Rest assured we do this in Spring Data JPA itself. The example should focus on a single aspect, which in this particular case is the general setup of a Spring Data JPA project with EclipseLink. The execution of a query method alongside a CRUD method should be entirely sufficient. Everything else just distracts from the core aspect and needs to be maintained going forward.
"	2015-03-13 08:17:03	0.0		1
459	"Add missing license header.
"	2015-03-13 08:17:14	0.0		1
460	"Remove blank line.
"	2015-03-13 08:17:21	0.0		1
461	"Be sure you use tabs for indentation here.
"	2015-03-13 08:17:44	0.0		1
462	"Hi @olivergierke , I have a follow up question! 

I debated using this plugin originally. The static weaving plugin listed in the EclipseLink documentation requires a persistence-unit defined in a persistence.xml. Without specifying the entity classes or a jar in the persistence-unit, it didn't actually do any weaving on the class files. The plugin in the current version of the PR does class scanning which seems more ideal, but in hindsight it's probably not ideal for an example like this because it's non standard and may stop working at some point if that non maven central plugin disappears.

I have the example working with all the other review comments incorporated so it is much more correct in terms of Spring Boot usage. I have it working using both this plugin and the standard plugin. To get the standard plugin working, I had to create a persistence.xml file and define a persistence-unit and list the entity class. The JIRA issue did state ""Ideally this would include static weaving."" So I can either resubmit with the standard plugin and the persistence.xml, or just remove the static weaving portion. Which would you be better?

Thanks!
"	2015-03-15 16:54:30	0.0		0
463	"Okay, let's stick to plugin then. Is it possible to at least use a non-snapshot version of it or is the classpath scanning only available in 1.1? If in doubt, keep Boot customizations and Spring setup to a minimum and move custom setup into the build, so that we expose the infrastructure setup cost that way.

Does that make sense and provide enough guideline?
"	2015-03-18 08:47:36	0.0		1
464	"@olivergierke  , thanks again for the feedback! 

There isn't a non-snapshot version of the plugin available. As I was thinking more about this, I think the plugin from maven central and the use of a persistence.xml better illustrates the costs of using static weaving? Another approach would be to use the plugin from maven central, define a persistence.xml with only the entity information to support the static weaving during build time and then not use it for the Spring Boot application example. In this case, the persistence.xml exists just to provide the required information for the build time weaving of the entity, Spring Boot customizations are kept to a minimum and the infrastructure setup cost is all in the build. I just verified that works as well. 

The more detailed example would be using the maven central plugin and a persistence.xml and doing more Spring Boot customization to [use a traditional persistence.xm](http://docs.spring.io/spring-boot/docs/current/reference/html/howto-data-access.html#howto-use-traditional-persistence-xml). 
"	2015-03-21 00:09:01	0.0		0
465	"Does it make sense to make this a ""real"" derived query (actually adding criterias via the method name)? I think mixing up derived queries with the aspect of overriding of a CRUD method decreases the focus of the example.
"	2015-03-12 12:29:59	0.0		1
